City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
318,Manokwari,-0.87,134.08,79.16,71,0,3.33,ID,1593805873
319,Salinas,36.68,-121.66,72.0,56,1,11.41,US,1593805623
320,Touros,-5.2,-35.46,82.4,74,75,12.75,BR,1593805906
321,Houma,29.6,-90.72,73.4,100,90,6.93,US,1593805645
322,Udachny,66.42,112.4,51.12,59,6,12.77,RU,1593805906
323,Rundu,-17.93,19.77,62.6,33,0,3.36,NA,1593805906
324,Codrington,-38.27,141.97,50.18,91,86,9.51,AU,1593805907
325,Ancud,-41.87,-73.82,46.99,93,90,6.93,CL,1593805898
326,Coyhaique,-45.58,-72.07,44.6,52,20,2.73,CL,1593805907
327,Bundaberg,-24.85,152.35,57.99,87,75,5.82,AU,1593805907
328,Rostock,54.09,12.14,63.0,82,75,1.12,DE,1593805782
329,Myaundzha,63.05,147.19,47.37,74,100,2.86,RU,1593805907
330,Spornoye,50.84,37.29,77.0,57,1,4.47,RU,1593805908
331,Xinzhi,36.5,111.7,73.42,71,100,5.26,CN,1593805908
332,Tutóia,-2.76,-42.27,82.45,75,86,10.96,BR,1593805908
333,Gornet,45.12,26.07,66.99,82,34,2.91,RO,1593805908
334,Tura,25.52,90.22,75.04,95,100,2.66,IN,1593805908
335,Terme,41.21,36.97,75.2,83,40,1.12,TR,1593805908
336,Isiro,2.77,27.62,67.44,96,89,0.96,CD,1593805908
337,Cabo San Lucas,22.89,-109.91,93.2,62,20,11.41,MX,1593805612
338,Ouadda,8.08,22.4,70.74,92,94,1.9,CF,1593805909
339,Bimbo,4.26,18.42,78.8,83,20,3.36,CF,1593805909
340,Flinders,-34.58,150.86,53.01,66,100,4.0,AU,1593805909
341,Imbituba,-28.24,-48.67,59.0,47,0,10.29,BR,1593805909
342,Guaraciaba do Norte,-4.17,-40.75,75.65,70,0,3.18,BR,1593805909
343,New Norfolk,-42.78,147.06,45.0,87,90,1.01,AU,1593805910
344,Longonjo,-12.91,15.25,58.86,36,0,4.07,AO,1593805910
345,Kautokeino,69.01,23.04,52.09,62,100,9.33,NO,1593805910
346,Gamba,-2.65,10.0,74.16,85,100,7.74,GA,1593805910
